block,streetName,streetType,streetDirection,overall,crack,patch,length,width,dateRated,dateLastOverlay,flushOil,class,pavement,streetID
300,KENNEDY,ST,W,6,4,2,1495,31,3/06,1998,F,Local,6,12573197
500,EDWARDS,AVE,S,8,4,5,545,31,3/06,2001,O,Local,3,12580955
4700,SALINA,ST,S,7,4,4,480,40,3/05,1989,F,MA,6,12576601
800,WILBUR,AVE,S,10,5,5,909,41,12/04,2004,F,Local,6,12573415
500,TAYLOR,ST,E,8,4,4,405,27,3/04,2000,F,Local,6,12577467
100,JEFFERSON,ST,E,7,3,4,357,48,1/02,1997,F,CO,6,12577676
300,WATER,ST,W,8,4,4,350,42,1/01,1992,F,CO,6,12573861
800,GENESEE,ST,W,7,4,3,381,56,1/01,1987,F,PA,6,12573787
800,TOWNSEND,ST,S,7,3,4,576,34,4/14,2005,F,CO,6,12577674
100,WEST,ST,S,6,3,4,612,74,3/09,1996,F,Local,6,13002308
1600,GENESEE,ST,W,7,4,3,315,40,2/10,2001,F,PA,6,12572839
3300,SALINA,ST,S,6,3,3,348,40,3/10,2001,F,MA,6,12576772
2600,GENESEE,ST,E,8,4,4,1089,35,12/07,2003,F,PA,6,12578731
1000,TOWNSEND,ST,S,8,4,4,312,34,2/11,2004,F,Local,6,12577410
700,BEECH,ST,S,5,2,1,910,24,3/11,1994,F,Local,6,12578174
1300,GENESEE,ST,E,7,3,4,219,42,5/15,2004,F,PA,6,12578148
200,WARREN,ST,S,4,3,2,330,38,4/14,1988,F,Local,6,12577693
400,ALVORD,ST,S,4,2,2,704,32,4/15,1987,F,Local,6,13028344
400,FAYETTE,ST,W,8,4,5,650,34,4/15,2008,F,MA,6,12573722
1600,ERIE,BLVD,E,5,3,4,533,56,12/08,1997,F,PA,6,12578311
4700,SALINA,ST,S,7,3,4,480,40,3/09,1989,F,MA,6,12576602
700,GENESEE,ST,W,6,3,4,813,56,3/09,2004,F,PA,6,12573791
800,BRIGHTON,AVE,E,8,4,3,1060,82,3/10,2005,F,MA,4,13002018
100,BRIGHTON,AVE,W,8,4,4,410,30,12/07,2001,F,Local,6,12576813
1200,SALINA,ST,N,7,4,4,575,54,12/07,2003,F,MA,6,12575273
300,GEDDES,ST,N,6,3,3,792,46,3/07,2002,F,MA,6,12573540
300,JEFFERSON,ST,W,8,4,5,885,36,3/08,2005,F,Local,6,12573740
400,ERIE,BLVD,W,7,4,5,399,56,12/07,2001,F,PA,6,13002332
2000,SALINA,ST,S,5,3,3,364,40,3/11,1998,F,PA,6,12577241
1100,ONONDAGA,ST,W,7,4,3,755,34,2/12,2005,F,MA,6,12573065
500,TOWNSEND,ST,N,10,5,5,440,35,11/11,2011,F,Local,6,12577975
700,GEDDES,ST,S,6,3,3,345,60,2/12,2002,F,MA,6,13020699
1000,GEDDES,ST,S,7,4,4,390,40,3/13,2000,F,MA,6,13028438
2100,GEDDES,ST,S,4,2,3,1530,36,3/07,1996,F,MA,6,12571879
1300,STATE,ST,S,4,3,2,792,32,2/05,1987,F,PA,6,12577353
500,GENESEE,ST,W,8,4,5,465,48,3/05,1999,F,PA,6,12573909
100,SALINA,ST,N,6,4,3,366,60,2/03,1989,F,MA,6,12577845
600,WARREN,ST,S,7,3,4,605,38,2/04,2000,F,Local,6,12577650
600,NEWELL,ST,W,8,4,4,733,24,1/01,1998,F,Local,6,12571974
200,SALINA,ST,N,7,4,3,2300,60,1/01,1989,F,MA,6,12577851
300,BEECH,ST,S,6,4,3,575,24,1/01,1993,F,Local,6,12578160
400,BEECH,ST,S,6,3,3,880,24,1/01,1993,F,Local,6,12578153
400,STATE,ST,N,7,4,3,1800,60,12/00,1991,F,MA,6,12577947
1200,SALINA,ST,N,6,3,3,575,54,4/14,2003,F,MA,6,12575273
1200,GENESEE,ST,E,8,4,5,378,42,12/08,2004,F,PA,6,12578147
2100,STATE,ST,S,10,5,5,265,30,10/09,2009,F,Local,6,12576885
2900,ERIE,BLVD,E,7,3,4,2640,56,3/09,1999,F,PA,6,12579670
300,JEFFERSON,ST,W,8,4,4,885,36,1/10,2005,F,Local,6,12573740
500,WARREN,ST,S,5,3,3,440,38,1/10,1988,F,Local,6,12577655
1500,GEDDES,ST,S,8,4,5,400,36,12/06,2004,F,MA,6,13017196
200,WATER,ST,E,8,3,5,366,34,3/08,1992,F,CO,6,12577833
5200,SALINA,ST,S,7,3,4,359,40,12/07,2001,F,MA,6,13002112
600,SALINA,ST,S,6,3,3,549,56,3/08,1997,F,Local,6,12577642
700,GENESEE,ST,E,8,4,5,600,71,3/08,2005,F,PA,6,12577798
300,SALINA,ST,N,6,3,3,866,60,2/11,1989,F,MA,6,13018179
100,MIDLER,AVE,S,6,3,3,891,34,12/11,1994,F,MA,6,12581083
3300,GENESEE,ST,E,4,2,4,330,40,3/12,2004,F,PA,6,12578908
1900,FAYETTE,ST,W,7,3,4,750,30,2/13,2004,F,Local,6,12572877
500,HIAWATHA,BLVD,W,10,5,5,1170,50,10/13,2013,F,MA,6,13020313
600,BEECH,ST,S,5,2,2,1015,24,3/13,1994,F,Local,6,12578181
200,GEDDES,ST,S,7,3,4,525,56,3/06,2002,F,MA,6,12573456
400,ERIE,BLVD,W,7,4,5,399,56,2/06,2001,F,PA,6,13002333
700,BRIGHTON,AVE,E,10,5,5,1349,85,10/05,2005,F,MA,4,13016736
100,MIDLER,AVE,S,6,3,3,891,34,12/09,1994,F,MA,6,12581083
200,FAYETTE,ST,W,4,3,1,500,37,3/09,1986,F,MA,6,12573746
700,STATE,ST,S,4,3,2,468,45,3/10,1983,F,PA,6,12577672
800,BRIGHTON,AVE,E,8,4,3,1060,82,3/10,2005,F,MA,4,13002032
2800,ERIE,BLVD,E,8,4,5,951,56,12/06,1999,F,PA,6,13011164
100,MONTICELLO,DR,S,6,4,2,561,26,3/11,1995,O,Local,3,12576561
100,STATE,ST,S,6,3,3,492,45,2/12,2003,F,PA,6,12577878
5500,SALINA,ST,S,6,3,4,359,40,1/12,2001,F,MA,6,12564377
700,SALINA,ST,S,6,3,3,686,56,1/12,1997,F,Local,6,12577378
2500,STATE,ST,S,8,4,5,580,30,3/13,2008,F,Local,6,12576875
400,WILLOW,ST,E,8,4,4,715,34,4/13,1997,F,Local,6,12577951
600,BEECH,ST,S,5,2,2,1015,24,3/13,1994,F,Local,6,12578172
500,TAYLOR,ST,E,8,4,4,405,27,2/06,2000,F,Local,6,12577467
600,SALINA,ST,S,6,3,4,549,56,2/06,1997,F,Local,6,12577642
700,RAYNOR,AVE,E,9,5,5,344,36,1/06,1992,F,Local,6,12577433
1700,GEDDES,ST,S,10,5,5,265,36,11/04,2004,F,MA,6,12572957
500,COLLINGWOOD,AVE,S,8,4,4,555,24,11/04,2002,O,Local,3,12580954
1900,GENESEE,ST,E,10,5,5,351,40,11/04,2004,F,PA,6,12578208
200,WASHINGTON,ST,W,7,4,5,500,42,2/03,2001,F,CO,6,12573880
3300,GENESEE,ST,E,10,5,5,330,40,11/04,2004,F,PA,6,12578908
200,BORDEN,AVE,E,10,5,5,320,18,12/02,2002,F,Local,6,12577296
1300,ONONDAGA,ST,W,6,4,2,587,35,12/99,1991,F,MA,6,12573046
200,BEARD,AVE,W,5,3,2,572,28,1/01,1996,F,Local,6,12577225
100,AVERY,AVE,S,6,2,4,352,36,4/15,1996,F,CO,6,13010364
1700,GENESEE,ST,W,7,3,5,593,40,4/15,2001,F,PA,6,13010442
200,STATE,ST,S,5,2,4,312,45,4/14,2003,F,PA,6,12577706
500,BRIGHTON,AVE,W,6,2,3,557,28,3/15,2008,F,Local,6,13020278
800,WATER,ST,E,4,2,3,910,34,4/14,2002,F,Local,6,13001895
400,WARREN,ST,S,6,4,2,570,38,1/10,1988,F,Local,6,12577678
500,BEECH,ST,S,6,3,3,850,24,12/08,1994,F,Local,6,12578189
100,NEWELL,ST,W,3,2,2,957,25,12/07,1996,F,Local,6,12576841
600,GENESEE,ST,W,7,3,4,775,50,2/11,2004,F,PA,6,12573810
400,TOWNSEND,ST,S,8,4,4,1404,34,2/12,2005,F,CO,6,12577709
300,LOWELL,AVE,N,6,3,3,350,36,2/13,2001,F,Local,6,12573472
400,ALVORD,ST,S,4,2,2,704,32,4/13,1987,F,Local,6,12580057
200,BELDEN,AVE,E,7,4,2,163,30,2/06,1999,F,Local,6,12577948
200,JEFFERSON,ST,W,7,3,4,532,36,2/06,2001,F,CO,6,12573738
1400,GENESEE,ST,E,8,4,5,481,42,12/05,2004,F,PA,6,12578152
2700,FAYETTE,ST,E,6,3,2,325,36,3/05,1989,F,CO,6,12578776
600,FAYETTE,ST,E,10,5,5,450,36,11/03,2003,F,MA,6,12577789
700,WARREN,ST,S,6,3,3,515,38,2/04,1988,F,Local,6,12577643
100,STATE,ST,N,7,3,4,687,60,1/02,1989,F,Local,6,12577879
200,WASHINGTON,ST,E,6,3,3,375,38,1/01,1992,F,CO,6,13013207
200,ALVORD,ST,S,6,3,4,323,32,12/99,1987,F,Local,6,12580078
3600,GENESEE,ST,E,6,3,3,752,40,12/99,1986,F,PA,6,12579559
200,BRIGHTON,AVE,E,6,3,4,587,35,6/15,2008,F,PA,4,12576862
2100,FAYETTE,ST,E,10,5,2,270,36,9/14,2014,F,CO,6,13028256
300,WILBUR,AVE,S,5,2,3,293,41,4/15,1999,F,CO,6,12573402
1700,GEDDES,ST,S,8,4,5,265,36,12/06,2004,F,MA,6,12572957
400,TAYLOR,ST,E,8,4,5,475,27,3/08,2000,F,Local,6,12577403
400,STATE,ST,N,5,3,2,417,60,2/11,1991,F,MA,6,12577950
500,BRIGHTON,AVE,W,6,2,5,557,28,3/11,2008,F,Local,6,12572100
800,GENESEE,ST,W,6,3,4,381,56,2/11,2004,F,PA,6,12573787
400,ERIE,BLVD,W,6,3,4,399,56,2/12,2001,F,PA,6,13002333
100,MONTICELLO,DR,N,6,3,4,625,28,5/13,1991,O,Local,3,12576622
2300,SALINA,ST,S,6,3,3,305,40,3/13,1998,F,PA,6,12576839
1100,BELDEN,AVE,W,7,3,3,765,34,2/06,1997,F,Local,6,12573560
600,WARREN,ST,S,6,3,4,605,38,2/06,2000,F,Local,6,12577650
700,ERIE,BLVD,E,9,5,5,602,56,12/05,2004,F,PA,6,12578015
300,WILLOW,ST,W,7,3,5,358,40,3/04,2001,F,Local,6,12573898
400,FRANKLIN,ST,S,7,3,5,200,45,2/04,2001,F,Local,6,12573741
600,GENESEE,ST,E,4,3,3,516,42,3/04,1985,F,MA,6,13017761
100,AVERY,AVE,S,6,2,4,455,36,4/15,1996,F,CO,6,13010364
1000,GEDDES,ST,S,10,5,5,390,40,11/00,2000,F,MA,6,12573091
1900,GENESEE,ST,E,6,3,3,351,40,12/99,1990,F,PA,6,12578208
1900,ERIE,BLVD,E,10,5,5,216,56,11/13,2013,F,PA,6,13011122
5500,SALINA,ST,S,6,3,3,359,40,5/14,2001,F,MA,6,13020812
200,BEARD,AVE,W,5,3,2,572,28,3/09,1996,F,Local,6,12577225
2100,GENESEE,ST,E,8,4,4,306,40,12/08,2004,F,PA,6,12578703
2200,ERIE,BLVD,E,7,3,4,1208,56,3/09,1999,F,PA,6,12578831
100,GEDDES,ST,S,6,3,3,414,56,3/07,2002,F,MA,6,12573467
2700,GENESEE,ST,E,7,4,4,374,35,12/07,2003,F,PA,6,12578735
1100,COLVIN,ST,E,7,3,5,597,36,3/11,1987,F,MA,6,13002072
1400,MCBRIDE,ST,S,4,2,2,290,30,3/11,1998,F,Local,6,12577447
1400,STATE,ST,S,3,3,1,950,32,3/11,1987,F,Local,6,12577268
2100,GENESEE,ST,E,5,2,2,306,40,3/11,2004,F,PA,6,13020990
500,BRIGHTON,AVE,W,6,2,5,557,28,3/11,2008,F,Local,6,12572107
1100,ADAMS,ST,E,4,3,2,616,30,2/12,1998,F,MA,6,12578102
400,RAYNOR,AVE,E,4,2,2,474,36,3/12,1993,F,Local,6,12577360
4900,SALINA,ST,S,5,3,3,498,40,1/12,2001,F,MA,6,13028595
400,ONONDAGA,ST,W,10,3,3,306,58,2/12,2013,F,MA,6,12573351
400,STATE,ST,N,6,3,4,417,60,2/06,1991,F,MA,6,12577950
200,GLEN,AVE,E,10,5,5,441,25,3/05,1993,O,Local,3,12576635
400,SALINA,ST,S,6,3,3,903,56,2/03,1988,F,Local,6,12573737
500,COLVIN,ST,E,7,4,4,259,36,1/03,1990,F,MA,6,12577311
200,ALVORD,ST,S,6,3,4,323,32,1/02,1987,F,Local,6,12580078
2800,GENESEE,ST,E,7,3,4,517,40,12/99,1992,F,PA,6,12578730
200,WILLOW,ST,E,6,4,3,417,40,4/14,2003,F,Local,6,12577854
400,WASHINGTON,ST,E,8,4,4,540,38,5/15,2007,F,CO,6,12577877
500,EDWARDS,AVE,S,6,3,4,545,31,4/14,2001,O,Local,3,12580955
600,MIDLER,AVE,S,6,3,3,1650,40,4/14,1987,F,Local,6,13001808
800,GENESEE,ST,W,7,3,4,381,56,4/15,2004,F,PA,6,12573787
500,WARREN,ST,S,5,3,3,440,38,1/10,1988,F,Local,6,13011856
100,CHAFFEE,AVE,E,7,3,4,1064,27,3/07,1991,O,Local,3,12576516
1000,SALINA,ST,S,6,3,4,560,56,3/07,2002,F,Local,6,12577367
1700,STATE,ST,S,5,3,2,211,32,1/07,1987,F,Local,6,12577251
500,WARREN,ST,S,5,3,2,440,38,3/08,1988,F,Local,6,12577655
400,FAYETTE,ST,E,8,4,5,500,34,3/11,2003,F,MA,6,12577707
500,GEDDES,ST,S,10,5,5,306,56,11/11,2011,F,MA,6,12573433
700,WATER,ST,E,5,2,3,597,34,2/12,2002,F,Local,6,12578014
2800,ERIE,BLVD,E,7,4,4,951,56,4/13,1999,F,PA,6,12579024
1700,STATE,ST,S,6,3,3,211,32,3/05,1987,F,Local,6,12577251
100,ALVORD,ST,S,5,3,3,352,32,3/03,1987,F,Local,6,12580079
1200,STATE,ST,S,6,4,3,898,40,2/03,1987,F,PA,6,13002509
700,GENESEE,ST,W,5,3,2,813,56,3/03,1988,F,PA,6,12573791
100,BISSELL,ST,W,7,4,3,686,24,12/01,1990,O,Local,3,12573172
1400,GENESEE,ST,E,6,3,3,481,42,12/01,1988,F,PA,6,12578152
700,STATE,ST,S,5,4,2,468,45,1/02,1983,F,PA,6,12577672
200,JEFFERSON,ST,E,5,2,2,372,48,4/15,2002,F,CO,6,12577679
2900,GENESEE,ST,E,6,3,5,1224,40,3/12,2003,F,PA,6,12578746
600,RAYNOR,AVE,E,3,2,1,280,36,2/12,1992,F,Local,6,12577430
100,PLEASANT,AVE,E,5,2,3,137,25,3/07,1996,F,Local,6,12576845
1300,ERIE,BLVD,E,9,5,5,525,56,12/05,2004,F,PA,6,12578259
100,WARREN,ST,S,5,3,2,405,38,2/04,1988,F,Local,6,12577832
1700,ONONDAGA,ST,W,5,3,2,1156,35,3/04,1991,F,MA,6,13028444
200,PLEASANT,AVE,W,7,4,4,800,27,1/03,2002,F,Local,6,12576801
4700,SALINA,ST,S,6,3,4,480,40,1/03,1989,F,MA,6,12576602
300,GEDDES,ST,S,7,3,4,240,56,1/02,1997,F,MA,6,12573437
100,CLINTON,ST,S,5,3,3,330,50,4/14,2001,F,MA,6,12573888
1100,ONONDAGA,ST,W,7,4,3,755,34,4/14,2005,F,MA,6,12573065
1900,STATE,ST,S,9,5,2,264,32,9/14,2012,F,Local,6,12577276
400,FRANKLIN,ST,N,8,5,4,507,45,4/15,2010,F,Local,6,13017345
400,LOWELL,AVE,S,8,4,4,200,30,6/14,2003,F,Local,6,12573395
100,CHAFFEE,AVE,E,8,4,5,1064,27,3/09,1991,O,Local,3,12571710
1400,FAYETTE,ST,W,6,3,3,600,30,2/10,2004,F,Local,6,13010440
600,WATER,ST,E,5,2,4,475,34,3/10,2002,F,CO,6,12577994
2000,GEDDES,ST,S,3,1,3,792,36,12/07,1996,F,MA,6,12572937
400,WILLOW,ST,E,7,4,3,715,34,2/11,1997,F,Local,6,12577951
700,BEECH,ST,S,5,2,1,910,24,3/11,1994,F,Local,6,12577639
1600,SALINA,ST,N,4,2,4,459,42,3/12,2003,F,MA,6,12575200
200,MCBRIDE,ST,N,8,4,4,405,30,12/05,2004,F,Local,6,12577934
2900,SALINA,ST,S,7,3,4,308,40,3/07,1998,F,MA,6,12576853
600,ADAMS,ST,E,6,3,3,528,64,3/07,2000,F,MA,6,12577725
300,SALINA,ST,N,7,4,3,866,60,1/05,1989,F,MA,6,13018179
200,JEFFERSON,ST,E,8,4,5,372,48,2/03,2002,F,CO,6,12577684
4500,SALINA,ST,S,8,4,5,359,40,3/04,2001,F,MA,6,12576612
700,SALINA,ST,S,7,4,4,686,56,2/04,1997,F,Local,6,12577377
100,CHELTENHAM,RD,W,8,4,4,745,24,1/02,1999,O,Local,3,12576510
300,MIDLER,AVE,S,7,3,4,781,34,4/14,1994,F,MA,4,12580987
400,ERIE,BLVD,W,7,4,5,399,56,4/14,2001,F,PA,6,13002332
100,LOWELL,AVE,N,10,5,5,455,36,11/00,2000,F,Local,6,12573393
200,AVERY,AVE,S,5,2,4,264,36,4/15,1996,F,CO,6,12572695
200,KENNEDY,ST,W,4,2,2,880,30,5/14,1996,F,Local,6,13028498
3100,SALINA,ST,S,5,3,3,300,40,6/15,2008,F,MA,6,13012959
900,CLINTON,ST,N,5,3,2,603,30,4/14,2005,O,Local,4,12575073
200,LOWELL,AVE,S,9,5,5,304,30,3/08,2003,F,Local,6,12573385
500,SALINA,ST,N,8,4,5,581,70,2/08,2003,F,MA,6,12579995
800,STATE,ST,N,5,3,3,512,35,2/08,1993,F,MA,6,12575112
1900,FAYETTE,ST,E,3,2,1,650,36,3/11,1992,F,CO,6,12578712
1900,GENESEE,ST,W,6,3,4,554,40,6/14,2001,F,PA,6,12572750
600,NEWELL,ST,W,6,3,2,733,24,4/15,1998,F,Local,6,12572081
700,FAYETTE,ST,W,8,4,5,450,34,4/15,2008,F,MA,6,12573624
900,GENESEE,ST,W,7,3,4,815,56,4/15,2004,F,PA,6,12573562
100,SALINA,ST,S,6,3,3,456,56,7/06,1988,F,Local,6,12573891
200,JEFFERSON,ST,E,5,3,3,372,48,3/09,2002,F,CO,6,12577679
300,GENESEE,ST,W,6,3,4,483,40,3/09,1992,F,PA,6,12573876
3400,GENESEE,ST,E,6,3,5,687,40,3/10,2004,F,PA,6,12578910
400,BEECH,ST,S,7,3,3,880,24,1/10,2003,F,Local,6,12578188
2100,GENESEE,ST,E,8,4,4,306,40,12/06,2004,F,PA,6,13020990
4100,SALINA,ST,S,6,3,4,312,40,12/07,2001,F,MA,6,12576641
600,COLVIN,ST,E,8,4,5,263,36,1/07,1990,F,MA,6,13017689
600,SALINA,ST,N,9,5,5,496,70,2/08,2003,F,MA,6,12580001
1100,ADAMS,ST,E,4,3,2,616,30,2/12,1998,F,MA,6,12578106
1600,ERIE,BLVD,E,3,1,2,533,56,1/13,1997,F,PA,6,12578312
500,BRIGHTON,AVE,E,7,3,4,645,35,3/07,2004,F,PA,4,13002094
5800,SALINA,ST,S,6,3,4,401,40,2/06,2001,F,MA,6,13011518
2100,ERIE,BLVD,E,8,4,4,1164,56,3/05,1999,F,PA,6,12578828
300,PLEASANT,AVE,W,7,4,4,540,30,3/05,1996,O,Local,3,12576730
100,WARREN,ST,S,5,3,2,405,38,1/02,1988,F,Local,6,12577827
1600,GEDDES,ST,S,7,3,5,265,36,1/03,1994,F,MA,6,12572966
700,FAYETTE,ST,W,10,5,5,450,34,12/02,2002,F,MA,6,12573624
600,NEWELL,ST,W,8,4,4,733,24,1/01,1998,F,Local,6,12572078
100,CHELTENHAM,RD,W,10,5,5,745,24,12/99,1999,O,Local,3,12576510
300,WILLOW,ST,E,7,4,4,200,40,1/01,1990,F,Local,6,12577870
200,KENNEDY,ST,W,9,5,5,880,31,12/98,1996,F,Local,6,13028501
400,BEECH,ST,S,6,4,3,880,24,4/14,2003,F,Local,6,12578188
1300,FAYETTE,ST,W,7,3,5,800,30,2/10,2004,F,Local,6,12573413
400,WILLOW,ST,E,7,4,4,715,34,3/09,1997,F,Local,6,12577951
4400,SALINA,ST,S,7,3,4,512,40,3/10,2001,F,MA,6,12576628
100,STATE,ST,N,6,3,3,687,60,3/08,1989,F,Local,6,12577879
1000,MCBRIDE,ST,N,8,4,4,768,30,2/07,2000,F,Local,6,12580013
200,CLINTON,ST,N,8,4,5,348,40,3/08,2001,F,MA,6,12573900
1700,ONONDAGA,ST,W,8,4,5,1156,35,2/12,2005,F,MA,6,13028444
2200,FAYETTE,ST,E,4,3,2,300,36,11/11,1989,F,CO,6,12578722
700,ERIE,BLVD,E,7,4,5,602,56,1/12,2004,F,PA,6,12578015
100,FAYETTE,ST,W,5,3,3,350,37,4/13,1999,F,MA,6,12573751
1800,SALINA,ST,S,6,4,2,343,40,2/13,1998,F,PA,6,12577246
400,ONONDAGA,ST,W,10,3,3,306,58,2/12,2013,F,MA,6,12573352
1500,ERIE,BLVD,E,6,3,4,552,56,12/02,1997,F,PA,6,12578303
700,COLVIN,ST,E,7,4,4,475,36,1/03,1990,F,MA,6,12577319
200,TOWNSEND,ST,S,7,4,3,324,60,1/02,1992,F,CO,6,12577884
4700,SALINA,ST,S,6,3,4,480,40,1/01,1989,F,MA,6,12576602
600,NEWELL,ST,W,8,4,4,733,24,1/01,1998,F,Local,6,12572081
100,JEFFERSON,ST,E,6,3,3,357,48,1/12,2002,F,CO,6,12577676
1200,SALINA,ST,S,6,3,3,903,56,2/13,2002,F,Local,6,12577340
400,ALVORD,ST,S,4,2,2,704,32,4/13,1987,F,Local,6,12580056
400,WEST,ST,S,6,3,5,296,74,2/13,1996,F,Local,6,13016421
500,BRIGHTON,AVE,W,6,2,4,557,28,3/13,2008,F,Local,6,12572108
100,SALINA,ST,N,6,3,3,366,60,1/05,1989,F,MA,6,12577845
200,ADAMS,ST,W,7,3,4,587,56,1/05,2000,F,Local,6,12573679
200,TOWNSEND,ST,N,7,4,4,513,35,1/05,1990,F,Local,6,12577932
100,TAYLOR,ST,E,9,5,5,414,27,2/03,2000,F,Local,6,12577379
200,KENNEDY,ST,W,5,3,4,880,30,3/04,1996,F,Local,6,12577252
300,OSTRANDER,AVE,W,10,5,5,1045,24,11/02,2002,F,Local,6,12576724
400,SALINA,ST,N,6,3,3,797,54,1/02,1990,F,MA,6,12577958
400,WARREN,ST,S,6,4,2,570,38,1/02,1988,F,Local,6,12577678
1100,FAYETTE,ST,W,6,3,3,1150,30,1/01,1992,F,Local,6,12573448
2600,SALINA,ST,S,8,5,4,330,40,1/01,1998,F,PA,6,12576872
1500,ERIE,BLVD,E,10,5,5,552,56,9/14,2014,F,PA,6,12578303
200,WASHINGTON,ST,W,5,3,2,500,42,3/09,2001,F,CO,6,12573880
100,MIDLER,AVE,S,6,3,4,891,34,12/07,1994,F,MA,6,12581083
3300,SALINA,ST,S,6,3,3,348,40,12/07,2001,F,MA,6,12576773
200,ADAMS,ST,W,5,3,3,587,56,2/11,2000,F,Local,6,13020290
1500,COLVIN,ST,W,8,5,4,279,34,1/12,2009,F,Local,6,12572057
500,ERIE,BLVD,W,6,3,4,765,54,2/12,2001,F,PA,6,12573770
700,BEECH,ST,S,8,4,4,910,24,12/06,1994,F,Local,6,12578174
200,MONTICELLO,DR,N,5,3,3,846,28,3/05,1995,O,Local,3,12576626
2100,SALINA,ST,S,6,4,2,200,40,3/05,1998,F,PA,6,12577240
400,MONTICELLO,DR,N,6,3,3,442,28,3/05,1995,O,Local,3,12576646
100,LOWELL,AVE,N,8,4,4,455,36,3/04,2000,F,Local,6,12573393
500,SALINA,ST,N,10,5,5,581,70,11/03,2003,F,MA,6,12579999
100,BRIGHTON,AVE,W,10,5,5,484,30,11/01,2001,F,Local,6,12576813
600,FAYETTE,ST,W,10,5,5,475,34,12/02,2002,F,MA,6,12573635
500,ADAMS,ST,E,10,5,5,469,64,1/01,2000,F,Local,6,12577670
2000,SALINA,ST,S,5,2,3,364,40,3/15,1998,F,PA,6,12577241
900,SALINA,ST,N,8,4,5,507,70,4/14,2003,F,MA,6,12575178
700,ADAMS,ST,E,10,5,5,411,30,6/15,2015,F,MA,6,12577738
100,ALVORD,ST,S,5,3,4,352,32,12/08,1987,F,Local,6,12580079
500,FAYETTE,ST,W,10,5,5,325,34,9/08,2008,F,MA,6,12573637
100,CALTHROP,AVE,W,7,4,4,1210,25,12/07,1999,F,Local,6,12576769
1000,GENESEE,ST,E,8,4,5,563,42,3/08,2005,F,PA,6,12578129
1600,ONONDAGA,ST,W,9,5,5,840,35,3/08,2005,F,MA,6,12572994
100,BRIGHTON,AVE,E,8,3,5,528,35,3/11,2008,F,PA,6,12576856
1600,GENESEE,ST,E,6,3,3,556,42,3/11,2004,F,PA,6,12578194
400,WEST,ST,S,6,3,5,296,74,2/11,1996,F,Local,6,12573706
1700,GENESEE,ST,W,8,4,4,593,40,6/11,2001,F,PA,6,12572817
500,GEDDES,ST,N,10,5,5,438,36,11/11,2011,F,MA,3,12573561
1400,MCBRIDE,ST,S,8,4,5,290,30,1/01,1998,F,Local,6,12577447
200,FRANKLIN,ST,S,6,3,3,300,45,4/14,2001,F,Local,6,12573745
900,ERIE,BLVD,W,6,3,4,354,56,4/14,2003,F,PA,6,12573451
1200,FAYETTE,ST,E,6,3,3,550,36,12/08,2002,F,MA,6,12578157
100,FRANKLIN,ST,S,6,3,4,400,45,3/08,2001,F,Local,6,12573879
100,MONTICELLO,DR,N,6,3,4,625,28,3/07,1991,O,Local,3,12576622
100,TOWNSEND,ST,N,7,3,4,568,35,3/07,1990,F,Local,6,12577895
100,WILLOW,ST,E,8,5,5,265,40,3/08,2003,F,Local,6,12577850
2800,ERIE,BLVD,E,8,4,5,951,56,12/06,1999,F,PA,6,12579024
5200,SALINA,ST,S,7,3,4,359,40,12/07,2001,F,MA,6,12576523
1400,GEDDES,ST,S,7,4,4,407,36,3/11,2004,F,MA,6,12573044
200,ADAMS,ST,W,5,3,3,587,56,2/11,2000,F,Local,6,13002401
400,FRANKLIN,ST,N,10,5,5,507,45,9/10,2010,F,Local,6,13017345
100,LOWELL,AVE,N,6,3,3,455,36,2/12,2000,F,Local,6,12573393
3800,SALINA,ST,S,7,3,4,306,40,1/12,2001,F,MA,6,12576747
3300,SALINA,ST,S,6,3,3,348,40,2/06,2001,F,MA,6,12576772
100,COLLINGWOOD,AVE,S,6,3,4,897,24,5/01,1989,O,Local,3,12581069
200,EDWARDS,AVE,N,8,4,4,1027,29,3/03,1999,O,Local,3,12581112
400,STATE,ST,N,6,3,4,417,60,2/04,1991,F,MA,6,12577950
800,TOWNSEND,ST,N,6,3,3,502,30,2/04,1999,F,Local,6,12580002
1300,GEDDES,ST,S,7,4,4,428,36,1/03,1994,F,MA,6,12573050
800,WILLOW,ST,E,7,4,3,706,34,1/02,1992,O,Local,6,12578070
100,WARRINGTON,RD,W,6,3,4,476,25,1/12,2000,O,Local,3,12576511
600,BRIGHTON,AVE,W,5,2,3,666,28,1/12,2003,F,Local,6,12572076
100,BEECH,ST,S,8,4,5,381,30,1/06,2003,F,Local,6,12578261
1700,ONONDAGA,ST,W,10,5,5,1156,35,10/05,2005,F,MA,6,13022412
600,BRIGHTON,AVE,E,10,5,5,637,35,10/05,2005,F,PA,4,12576909
800,ADAMS,ST,E,7,3,4,763,30,2/06,2002,F,MA,6,12577751
2500,GENESEE,ST,E,8,4,4,294,40,12/05,2004,F,PA,6,12578700
1900,STATE,ST,S,8,4,4,264,32,1/01,1987,F,Local,6,12577276
3700,SALINA,ST,S,6,3,4,296,40,5/14,2001,F,MA,6,12576750
700,ADAMS,ST,E,4,3,2,411,30,4/14,2002,F,MA,6,13008622
100,COLVIN,ST,E,4,2,3,522,36,1/01,1990,F,MA,6,12577239
