StreetNumber,StreetName,StreetNamePostType,Directional,strLocation,dtTime,streetID,VehicleName,Latitude,Longitude
203,CHELTENHAM ,RD,E ,203 CHELTENHAM RD E & COLDBRO,5/9/2016 12:57,12576543,DP2,-76.1399622348,42.9953175995
292,LORRAINE ,AVE, ,292 LORRAINE AVE,5/12/2016 10:55,12576974,DP1,-76.1319846381,43.0214914034
125,VAN RENSSELAER,ST, ,125 VAN RENSSELAER ST & RICHM,5/19/2016 8:54,12573754,DP1,-76.166278947,43.0498046067
401,SPENCER ,ST, ,401 SPENCER ST,5/19/2016 10:07,12575051,DP1,-76.1649209458,43.0569929082
160,GLEN ,AVE,W ,160 GLEN AVE W,5/19/2016 14:29,12576629,DP2,-76.1453767404,43.0054901034
322,ATLANTIC ,AVE, ,322 ATLANTIC AVE,5/21/2016 11:05,12571953,DP1,-76.153521244,43.0109289004
1307,MCBRIDE ,ST,S ,1307 MCBRIDE ST S,5/23/2016 11:36,12577448,DP1,-76.1437972416,43.0378161036
909,COLVIN ,ST,W ,909 COLVIN ST W & HUNT AVE,5/23/2016 14:08,12572132,DP1,-76.1556442415,43.0219501
216,MARGUERITE ,AVE, ,216 MARGUERITE AVE,5/24/2016 9:20,12572077,DP1,-76.1567084397,43.0200599008
614,BARNES ,AVE, ,614 BARNES AVE,5/24/2016 10:25,12571754,DP1,-76.1590616395,43.0065671003
100,MARVIN ,RD, ,100 MARVIN RD,5/24/2016 14:47,12571930,DP1,-76.1585931411,43.0118210998
822,VALLEY ,DR, ,822 VALLEY DR & CAMP AVE,5/26/2016 10:32,12571771,DP1,-76.1562552396,43.0080417013
122,MAXWELL ,AVE, ,122 MAXWELL AVE,5/26/2016 11:18,12571776,DP1,-76.1559764385,43.006364402
148,MAXWELL ,AVE, ,148 MAXWELL AVE & MAINS AVE,5/26/2016 14:08,12571776,DP1,-76.1570044436,43.0060681969
148,OAKDALE ,DR, ,148 OAKDALE DR & MAINS AVE,5/27/2016 8:41,12571770,DP1,-76.1575976461,43.0072431026
2930,SALINA ,ST,S ,2930 SALINA ST S & CORNING AVE,6/3/2016 10:50,12576806,DP1,-76.1426757399,43.0187651998
324,ESSEX ,ST, ,324 ESSEX ST,6/4/2016 11:43,13006472,DP1,-76.1988646602,43.0544831095
220,HAYDEN ,AVE, ,220 HAYDEN AVE,6/7/2016 8:40,12572789,DP1,-76.1967944567,43.0537342078
149,HOBART ,AVE, ,149-51 HOBART AVE,6/8/2016 13:04,12576764,DP2,-76.1391164351,43.0128307048
212,HARRIETTE ,AVE, ,212 HARRIETTE AVE,6/22/2016 9:10,12576983,DP2,-76.1303846308,43.0235714009
111,WHITWELL ,DR, ,111 WHITWELL DR,7/8/2016 8:45,12580135,DP2,-76.1377844401,43.064571409
309,HATCH ,ST, ,309 HATCH ST,7/8/2016 13:48,12572109,DP2,-76.1526634428,43.0206066017
527,SENECA ,TNPK,E ,527 SENECA TNPK E                                 ,7/31/2016 7:24,12576667,DP2,-76.1317224379,43.0025063976
1709,VALLEY ,DR, ,1709 VALLEY DR                                    ,8/11/2016 7:21,12571713,DP2,-76.1529301436,42.9992436009
234,LAFAYETTE ,RD, ,234 LAFAYETTE RD                                  ,8/24/2016 6:20,12576656,DP2,-76.1309907331,42.9968405973
424,CAYUGA ,ST, ,424 CAYUGA ST & MYRTLE AVE                        ,8/25/2016 7:30,12572685,DP2,-76.1946666622,43.0487426068
217,DANFORTH ,ST, ,217-19 DANFORTH ST & STATE ST N                   ,9/2/2016 6:15,12575150,DP2,-76.1585701442,43.0651066089
1202,BELLEVUE ,AVE, ,1202 BELLEVUE AVE & GEDDES ST                     ,9/2/2016 9:47,12572936,DP2,-76.1757606469,43.0327939016
118,ANDERSON ,AVE, ,118 ANDERSON AVE                                  ,9/9/2016 8:09,12576600,DP2,-76.1435381405,43.0079611982
250,CLINTON ,ST,S ,250 CLINTON ST S & FAYETTE ST                     ,9/20/2016 7:32,12573750,DP2,-76.1536404415,43.0487691083
531,LEMOYNE ,AVE, ,531-33 LEMOYNE AVE,4/13/2016 13:22,12575264,DP2,-76.1615031526,43.0723391107
601,SALINA ,ST,S ,601 SALINA ST S & WARREN ST S,4/15/2016 9:37,12577643,DP1,-76.1509477414,43.0419397053
124,CRESTVIEW ,DR, ,124 CRESTVIEW DR,4/16/2016 8:41,12571721,DP2,-76.1575147406,42.9998540967
301,KRAMER ,DR, ,301-03 KRAMER DR & RIVERDALE DR,4/16/2016 9:14,12571739,DP2,-76.1551764438,43.0011104021
2350,BELLEVUE ,AVE, ,2350 BELLEVUE AVE,4/18/2016 10:49,12572324,DP1,-76.1922967538,43.0294939046
1510,GEDDES ,ST,S ,1510 GEDDES ST S & GRANT AVE,4/19/2016 10:05,12572965,DP1,-76.1759746525,43.0318471048
114,ROSEMONT ,DR, ,114-18 ROSEMONT DR,4/21/2016 9:22,12576508,DP2,-76.1445711402,42.9934986005
437,GENESEE ,ST,W ,437 GENESEE ST W TO CRK,4/23/2016 9:36,13020303,DP1,-76.1579214438,43.0532089058
5109,SALINA ,ST,S ,5109 SALINA ST S,4/25/2016 13:17,12576527,DP2,-76.1435111372,42.9948166993
209,PARRISH ,LN, ,209 PARRISH LN,4/28/2016 9:11,12564398,DP2,-76.1413609387,42.9861581993
400,CLINTON ,ST,S ,400 CLINTON ST S & WALTON ST,4/30/2016 8:59,12573747,DP2,-76.1536724485,43.0476241054
127,MONTICELLO ,DR,S ,127 MONTICELLO DR S,5/10/2016 11:12,12576560,DP2,-76.1386831327,42.9992929017
200,MADISON ,ST, ,200 MADISON ST & STATE ST S &,5/11/2016 8:58,12577672,DP2,-76.1475982381,43.0446546054
914,STATE ,ST, S,914 S STATE ST SYRACUSE 13202,5/11/2016 9:26,13002525,DP2,-76.1476282419,43.0418382045
218,LORRAINE ,AVE, ,218 LORRAINE AVE,5/12/2016 10:27,12576974,DP1,-76.1321464337,43.0236007044
415,MONTICELLO ,DR,N ,415 MONTICELLO DR N,5/16/2016 9:23,12576646,DP2,-76.1386357376,43.004841903
141,CORDOVA ,ST, ,141 CORDOVA ST & SPRINGBROOK,5/16/2016 9:52,12576648,DP2,-76.1387782373,43.0063994026
110,CRIPPEN ,PL, ,110 CRIPPEN PL,5/18/2016 10:33,12576586,DP1,-76.1441239409,43.004128698
422,SPENCER ,ST, ,422 SPENCER ST & VAN RENSSELA,5/19/2016 10:06,12575051,DP1,-76.165034448,43.0569712084
401,SPENCER ,ST, ,401 SPENCER ST,5/19/2016 10:11,12575051,DP1,-76.1645744477,43.057149211
160,GLEN ,AVE,W ,160 GLEN AVE W,5/19/2016 14:30,12576629,DP2,-76.1452907357,43.0055120973
524,ATLANTIC ,AVE, ,524 ATLANTIC AVE,5/23/2016 9:36,12571951,DP1,-76.1555769397,43.0111940977
808,BALLANTYNE ,RD, ,808 BALLANTYNE RD,5/23/2016 11:03,12571948,DP1,-76.1528917406,43.0099648977
1101,TOWNSEND ,ST,S ,1101 TOWNSEND ST S & JACKSON S,5/23/2016 12:03,12577468,DP1,-76.1439821418,43.039959904
318,ENGLEWOOD ,AVE, ,318 ENGLEWOOD AVE,5/27/2016 9:21,12571736,DP1,-76.1570486407,43.0044133963
230,MILBURN ,DR, ,230 MILBURN DR & CORTLAND PL,6/1/2016 9:10,12576573,DP1,-76.1508234415,43.0032431994
501,BRIGHTON ,AVE, ,501 BRIGHTON AVE W REAR,6/1/2016 10:12,12572106,DP1,-76.1540031453,43.0187651012
169,AINSLEY ,DR, ,169 AINSLEY DR & GAME RD,6/3/2016 9:38,12576915,DP1,-76.1313337369,43.0113944022
506,HERKIMER ,ST, ,506 HERKIMER ST & HAYDEN AVE,6/4/2016 11:20,12572759,DP1,-76.1956366541,43.052163205
101,GEDDES ,ST,N ,101-03 GEDDES ST N & ERIE BLVD W,6/7/2016 10:18,12573468,DP1,-76.170809654,43.0482669044
580,WHITTIER ,AVE, ,580 WHITTIER AVE & AVERY AVE,6/25/2016 9:07,12572435,DP2,-76.1896651571,43.0424347064
808,CRAWFORD ,AVE, ,808 CRAWFORD AVE,7/14/2016 13:31,12578419,DP1,-76.1109977294,43.0309256075
220,LYNCH ,AVE, ,220 LYNCH AVE & FLETCHER AVE                      ,8/18/2016 6:42,12571913,DP2,-76.1665142427,43.0146662024
111,CLAYTON ,AVE, ,111 CLAYTON AVE & LYNCH AVE                       ,8/18/2016 7:09,12571906,DP2,-76.1687016494,43.0145844009
514,LYNCH ,AVE, ,514 LYNCH AVE                                     ,8/18/2016 7:53,12571819,DP2,-76.1697422489,43.0145581999
514,LYNCH ,AVE, ,514 LYNCH AVE                                     ,8/18/2016 7:55,12571819,DP2,-76.1698182464,43.014524603
234,LAFAYETTE ,RD, ,234 LAFAYETTE RD                                  ,8/24/2016 6:18,12576656,DP2,-76.1310364304,42.9968210969
312,MYRTLE ,AVE, ,312 MYRTLE AVE & HAMILTON ST                      ,8/25/2016 10:33,12572682,DP2,-76.193653156,43.0474099032
217,SHERBOURNE ,RD, ,217 SHERBOURNE RD                                 ,9/19/2016 5:28,12578457,DP2,-76.1089841287,43.0320817041
2109,ERIE ,BLVD,E ,2109-21 ERIE BLVD E,4/13/2016 9:45,12578796,DP2,-76.1129757298,43.05206671
1203,MADISON ,ST, ,1203 MADISON ST,4/14/2016 8:44,12578150,DP2,-76.1287139351,43.0453647071
512,CORTLAND ,AVE, ,512-14 CORTLAND AVE,4/14/2016 13:18,12573214,DP2,-76.156429944,43.0298226069
1821,VALLEY ,DR, ,1821 VALLEY DR & CHAFFEE AVE E,4/18/2016 10:54,12571710,DP2,-76.152411645,42.9978910976
613,MASSENA ,ST, ,613 MASSENA ST,4/19/2016 8:38,12573279,DP1,-76.1647969514,43.0375356047
405,HOEFLER ,ST, ,405 HOEFLER ST,4/19/2016 11:17,12572998,DP1,-76.1794404517,43.0330217012
101,GORDON ,AVE, ,101-03 GORDON AVE & HUBBELL AVE,4/21/2016 9:12,12572953,DP1,-76.1704002469,43.0291074067
101,LONG MEADOW,DR, ,101 LONG MEADOW DR & HILTON R,4/21/2016 11:23,12564378,DP2,-76.1457259335,42.9905586986
811,WEST ,ST,S ,811 WEST ST S & S WEST ST ART,4/22/2016 10:08,13002343,DP1,-76.1572314478,43.0417961072
182,SPAULDING ,AVE, ,182 SPAULDING AVE & LONG MEAD,4/22/2016 10:26,13028587,DP2,-76.1468977409,42.9869858937
139,SEYMOUR ,ST, ,139-43 SEYMOUR ST TO S WEST ARTE,4/22/2016 10:35,13002343,DP1,-76.156180949,43.0424257053
3123,SALINA ,ST,S ,3123 SALINA ST S & PLEASANT AV,4/27/2016 11:39,13012959,DP2,-76.1414419398,43.0172424039
101,EDNA ,RD, ,101 EDNA RD & GARY AVE,4/29/2016 13:14,12564389,DP2,-76.1423409378,42.9853185995
115,SEARLWYN ,RD, ,115 SEARLWYN RD,5/4/2016 9:15,12564412,DP2,-76.1433472395,42.9914864001
203,CHELTENHAM ,RD,E ,203 CHELTENHAM RD E & COLDBRO,5/9/2016 12:55,12576543,DP2,-76.1399356357,42.9953355957
117,PHELPS ,PL, ,117 PHELPS PL & SNELL TERR,5/10/2016 13:36,12576563,DP2,-76.1377479326,42.9986674011
124,MONTICELLO ,DR,N ,124 MONTICELLO DR N,5/12/2016 12:24,12576622,DP2,-76.1386204393,43.0011956971
128,SEELEY ,AVE, ,128 SEELEY AVE,5/18/2016 9:09,12576578,DP1,-76.1440637358,43.002067199
124,SEELEY ,AVE, ,124 SEELEY AVE,5/18/2016 9:11,12576578,DP1,-76.1437606352,43.0020815996
500,ERIE ,BLVD,W ,500-02 ERIE BLVD W & PLUM ST & T,5/19/2016 8:39,12573775,DP1,-76.1605821459,43.050500207
160,GLEN ,AVE,W ,160 GLEN AVE W,5/19/2016 14:28,12576629,DP2,-76.1454592416,43.0055353985
603,ATLANTIC ,AVE, ,603 ATLANTIC AVE & SHERLEY DR,5/21/2016 7:38,12571950,DP1,-76.155631746,43.0110250989
140,ATLANTIC ,AVE, ,140 ATLANTIC AVE & ONONDAGA C,5/23/2016 9:54,12576699,DP1,-76.151445444,43.0105934035
1000,COLVIN ,ST,W ,1000 COLVIN ST W & HUNT AVE,5/23/2016 13:57,12572141,DP1,-76.155590145,43.0233771058
618,BARNES ,AVE, ,618 BARNES AVE,5/24/2016 10:19,12571754,DP1,-76.1590346451,43.0061469026
148,OAKDALE ,DR, ,148 OAKDALE DR & MAINS AVE,5/26/2016 14:36,12571768,DP1,-76.1574496396,43.0067835997
212,ENGLEWOOD ,AVE, ,212 ENGLEWOOD AVE,5/27/2016 9:32,12571772,DP1,-76.1557567465,43.0047722023
501,BRIGHTON ,AVE, ,501 BRIGHTON AVE W REAR,6/1/2016 10:11,12572106,DP1,-76.154010242,43.018696605
930,HIGHLAND ,ST, ,930 HIGHLAND ST,6/2/2016 9:50,12580116,DP1,-76.1416331462,43.0654681119
138,LAKEVIEW ,AVE, ,138 LAKEVIEW AVE,6/7/2016 10:01,12573522,DP1,-76.1756847482,43.0493909083
224,HARRIETTE ,AVE, ,224 HARRIETTE AVE,6/22/2016 9:15,12576983,DP2,-76.1303432365,43.023327601
331,MEADOWBROOK ,DR, ,331 MEADOWBROOK DR,6/23/2016 8:40,13002085,DP2,-76.1181974299,43.0264747078
331,MEADOWBROOK ,DR, ,331 MEADOWBROOK DR,6/23/2016 8:45,13002085,DP2,-76.1182204358,43.0264621057
262,KENSINGTON ,PL, ,262 KENSINGTON PL & ANDOVER R,6/23/2016 15:15,12577529,DP2,-76.1198744318,43.0279279022
1828,COLVIN ,ST,W ,1828 COLVIN ST W,7/8/2016 10:05,13002162,DP2,-76.1679261518,43.0233639054
112,HALL ,AVE, ,112-14 HALL AVE                                   ,8/3/2016 7:22,12576722,DP2,-76.1425391421,43.0124851027
214,MILBURN ,DR, ,214 MILBURN DR                                    ,8/8/2016 8:31,12571752,DP2,-76.1509564371,43.0041164001
1921,GENESEE ,ST,W ,1921 GENESEE ST W & MYRTLE AVE                    ,8/25/2016 7:12,12572685,DP2,-76.1949691609,43.0492087082
306,MYRTLE ,AVE, ,306 MYRTLE AVE                                    ,8/25/2016 10:51,12572682,DP2,-76.1935117611,43.0471304066
356,NEWELL ,ST,W ,356 NEWELL ST W                                   ,9/13/2016 10:25,12576789,DP2,-76.1507556457,43.0171001996
1604,GRANT ,BLVD, ,1604-08 GRANT BLVD & WOODRUFF AVE,4/15/2016 10:25,12580306,DP1,-76.1383251451,43.0723332113
135,ACADEMY ,PL, ,135 ACADEMY PL,4/19/2016 13:21,12576499,DP2,-76.1515352396,42.9960861957
811,WEST ,ST,S ,811 WEST ST S & S WEST ST ART,4/22/2016 10:18,13002343,DP1,-76.1571127445,43.0418519064
400,GENESEE ,ST, ,400 GENESEE ST W REAR,4/23/2016 9:25,12573875,DP1,-76.1573084425,43.0529511107
650,WATER ,ST,E ,650 WATER ST E & ALMOND ST,4/23/2016 10:12,12577993,DP2,-76.1421139425,43.0500781108
5018,SALINA ,ST,S ,5018 SALINA ST S & CHELTENHAM,4/25/2016 9:45,12576529,DP2,-76.1435411409,42.9954403995
5542,SALINA ,ST,S ,5542 SALINA ST S,4/25/2016 10:23,12564377,DP2,-76.1442697375,42.9900486983
3123,SALINA ,ST,S ,3123 SALINA ST S & PLEASANT AV,4/27/2016 11:31,12576840,DP2,-76.1414776388,43.0172359016
121,EDNA ,RD, ,121 EDNA RD,4/28/2016 10:43,12564393,DP2,-76.1409102359,42.9851408946
305,MAPLEWOOD ,AVE, ,305 MAPLEWOOD AVE & EDGEWOOD,5/3/2016 10:08,12564417,DP2,-76.1373049374,42.9887289005
147,CONIFER ,DR, ,147 CONIFER DR,5/3/2016 11:15,12564411,DP2,-76.14038394,42.9906226989
143,CONIFER ,DR, ,143 CONIFER DR,5/3/2016 11:21,12564411,DP2,-76.1407347321,42.9906863968
253,GREENWOOD ,PL, ,253 GREENWOOD PL & JUDSON ST,5/6/2016 13:44,12577633,DP2,-76.1221779368,43.0407349076
132,MONTICELLO ,DR,S ,132 MONTICELLO DR S,5/10/2016 11:16,12576560,DP2,-76.1387671341,42.9991145999
323,GLEN ,AVE,E ,323 GLEN AVE E,5/17/2016 9:18,12576645,DP1,-76.1395834332,43.0054408995
4702,SALINA ,ST,S ,4702 SALINA ST S & SEELEY AVE,5/18/2016 9:25,12576578,DP1,-76.143110237,43.0020566021
120,CRIPPEN ,AVE, ,120 CRIPPEN AVE & CRIPPEN PL,5/18/2016 10:42,12576586,DP1,-76.1440861398,43.0038151979
243,FERNDALE ,DR, ,243 FERNDALE DR,5/18/2016 11:38,12576581,DP1,-76.1458799407,43.0040937027
211,WILKINSON ,ST, ,211 WILKINSON ST & BARKER PL,5/19/2016 9:26,12573771,DP1,-76.1620187497,43.0504344048
304,ATLANTIC ,AVE, ,304 ATLANTIC AVE,5/23/2016 9:43,12571953,DP1,-76.1528414439,43.0108788995
1102,BALLANTYNE ,RD, ,1102 BALLANTYNE RD & SHERLEY D,5/23/2016 10:46,12571939,DP1,-76.1553017409,43.0096084015
120,CAMP ,AVE, ,120 CAMP AVE,5/26/2016 10:18,12571771,DP1,-76.1568227413,43.0080111029
306,CASTLE ,ST,W ,306 CASTLE ST W,6/1/2016 11:06,12573239,DP1,-76.15347914,43.0318871077
146,CORNING ,AVE,W ,146 CORNING AVE W,6/3/2016 11:50,12576806,DP1,-76.1440482399,43.0186237017
682,ALLEN ,ST, ,682 ALLEN ST,6/6/2016 14:02,12578518,DP1,-76.1165359329,43.0393561098
212,HAYDEN ,AVE, ,212-14 HAYDEN AVE,6/7/2016 8:51,12572789,DP1,-76.1966791579,43.0535129049
118,JUNEWAY ,RD, ,118 JUNEWAY RD,6/21/2016 13:08,12572270,DP2,-76.1965807565,43.0263194039
718,SPRING ,ST, ,718 SPRING ST,6/21/2016 15:14,12580155,DP2,-76.1512029438,43.0687457121
248,HARRIETTE ,AVE, ,248 HARRIETTE AVE,6/22/2016 9:29,12576983,DP2,-76.1303212367,43.0227099042
428,COLVIN ,ST,E ,428 COLVIN ST E & BERWYN AVE,6/24/2016 9:19,12577307,DP2,-76.1392294341,43.0261001035
103,DODGE ,DR, ,103 DODGE DR,6/24/2016 14:19,12577029,DP2,-76.1203524344,43.0239909015
109,EASTVIEW ,AVE, ,109 EASTVIEW AVE,7/8/2016 9:37,13006017,DP2,-76.1652256454,43.0278501044
200,BELLE ,AVE, ,200 BELLE AVE                                     ,8/3/2016 12:41,12576721,DP2,-76.145477738,43.0115156987
1632,VALLEY ,DR, ,1632-34 VALLEY DR                                 ,8/11/2016 7:44,12571744,DP2,-76.1531992429,43.0010069023
106,FAIRFIELD ,AVE, ,106 FAIRFIELD AVE                                 ,8/17/2016 5:55,12572007,DP2,-76.1633142461,43.0170544007
300,LYNCH ,AVE, ,300 LYNCH AVE & FLETCHER AVE                      ,8/18/2016 6:48,12571908,DP2,-76.1668429453,43.0146774014
356,NEWELL ,ST,W ,356 NEWELL ST W                                   ,9/13/2016 10:26,12576789,DP2,-76.1506814448,43.0171161008
105,FRANKLIN ,ST,N ,105 FRANKLIN ST N & GENESEE S                     ,9/20/2016 6:30,13020728,DP2,-76.1559869488,43.0512391113
101,GEDDES ,ST,N ,101-03 GEDDES ST N & ERIE BLVD W                  ,9/26/2016 6:10,12573466,DP2,-76.1713127465,43.048147604
512,CORTLAND ,AVE, ,512-14 CORTLAND AVE,4/14/2016 13:19,12573214,DP2,-76.1564126425,43.0297211057
301,KRAMER ,DR, ,301-03 KRAMER DR & RIVERDALE DR,4/16/2016 9:16,12571739,DP2,-76.1551504376,43.0011111971
139,HOPPER ,RD, ,139 HOPPER RD,4/18/2016 9:36,12571720,DP2,-76.1590527462,43.0016700957
151,HUBBELL ,AVE, ,151-53 HUBBELL AVE,4/20/2016 10:35,12572989,DP1,-76.1706094465,43.0316594024
1000,SOUTH ,AVE, ,1000-02 SOUTH AVE & KENNEDY ST W,4/21/2016 13:47,12573186,DP1,-76.1581516461,43.0278657007
3123,SALINA ,ST,S ,3123 SALINA ST S & PLEASANT AV,4/27/2016 11:19,13012959,DP2,-76.1415161406,43.0173117031
239,RIDER ,AVE, ,239 RIDER AVE,4/30/2016 10:23,12572901,DP2,-76.1794306511,43.0285836012
228,BRAMPTON ,RD, ,228 BRAMPTON RD & LATTER DR,5/4/2016 10:21,12564420,DP2,-76.1386417383,42.9920586986
747,BRIGHTON ,AVE, E,747 E BRIGHTON AVE SYRACUSE 13210,5/5/2016 11:06,12576905,DP2,-76.1321194304,43.0080981028
133,CHELTENHAM ,RD,E ,133 CHELTENHAM RD E,5/9/2016 11:19,12576530,DP2,-76.1420056326,42.9952763967
110,COLDBROOK ,DR, ,110 COLDBROOK DR & WEYMOUTH R,5/10/2016 9:54,12576556,DP2,-76.1402679405,42.9961677
138,MONTICELLO ,DR,S ,138 MONTICELLO DR S,5/10/2016 11:18,12576560,DP2,-76.1387897358,42.9990521985
311,SUNRISE ,DR, ,311 SUNRISE DR & LYNN DR,5/17/2016 15:44,12576540,DP1,-76.1374941315,42.9937233986
126,EVANS ,ST, ,126 EVANS ST,5/19/2016 13:39,12573828,DP1,-76.1612614519,43.0554751108
4340,SALINA ,ST,S ,4340-44 SALINA ST S & GLEN AVE W,5/19/2016 14:57,12576629,DP2,-76.1434297408,43.0056040999
424,ATLANTIC ,AVE, ,424 ATLANTIC AVE,5/20/2016 13:23,12571952,DP1,-76.1545197394,43.0109937005
329,SHIRLEY ,DR, ,329 SHIRLEY DR,5/21/2016 9:18,12571937,DP1,-76.1549322458,43.0086352012
108,MARVIN ,RD, ,108 MARVIN RD,5/24/2016 14:49,12571930,DP1,-76.1588964393,43.0118126001
628,VALLEY ,DR, ,628 VALLEY DR & VALLEY VIEW D,5/26/2016 9:03,12571923,DP1,-76.157272447,43.0098865976
136,CAMP ,AVE, ,136 CAMP AVE,5/26/2016 9:55,12571771,DP1,-76.1575112461,43.0079542022
316,ENGLEWOOD ,AVE, ,316 ENGLEWOOD AVE,5/27/2016 9:23,12571736,DP1,-76.1568766403,43.0044730989
922,BALLANTYNE ,RD, ,922 BALLANTYNE RD & LOOMIS AV,5/31/2016 15:17,12571938,DP1,-76.1542786406,43.0097337019
114,GAME ,RD, ,114 GAME RD,6/3/2016 9:21,12576915,DP1,-76.131365133,43.0124161988
109,THAYER ,ST, ,109 THAYER ST & JAMESVILLE AV,6/6/2016 8:19,12576919,DP1,-76.1280582368,43.0154351018
101,MALCOLM ,ST, ,101 MALCOLM ST & ONONDAGA ST,6/7/2016 13:57,12573244,DP1,-76.1664066515,43.0344166037
1124,COLVIN ,ST,E ,1124-26 COLVIN ST E & HARRIET AVE,6/22/2016 8:51,12576984,DP2,-76.1304297352,43.0242077073
340,VINCENT ,ST, ,340 VINCENT ST,6/22/2016 11:13,12576980,DP2,-76.1291439317,43.0214806063
322,BISHOP ,AVE, ,322-24 BISHOP AVE                                 ,8/1/2016 8:32,12572075,DP2,-76.1580977472,43.0193509052
101,GIRARD ,AVE, ,101 GIRARD AVE & ATLANTIC AVE                     ,8/6/2016 5:54,12571949,DP2,-76.1525451436,43.0104608989
601,GLENWOOD ,AVE, ,601 GLENWOOD AVE                                  ,8/8/2016 10:44,12571859,DP2,-76.1690856433,43.0191752033
856,LAFAYETTE ,AVE,W ,856 LAFAYETTE AVE W                               ,8/16/2016 10:50,12572067,DP2,-76.157195641,43.018237201
134,CONAN ,ST, ,134 CONAN ST                                      ,8/19/2016 6:41,12576703,DP2,-76.1497942417,43.0109801034
1756,GENESEE ,ST,W ,1756 GENESEE ST W & WILLIS AVE                    ,8/23/2016 8:10,12572809,DP2,-76.1914191536,43.0511234074
215,LAFAYETTE ,RD, ,215 LAFAYETTE RD SYRACUSE 13205                   ,8/24/2016 7:20,12576656,DP2,-76.1310219316,42.9976038987
504,STATE FAIR,BLVD, ,504-08 STATE FAIR BLVD                            ,8/24/2016 10:29,12574976,DP2,-76.1816281548,43.05921591
847,LAFAYETTE ,AVE,W ,847 LAFAYETTE AVE W TO NEWELL                     ,8/26/2016 6:12,12572065,DP2,-76.1565957461,43.0172829023
809,WADSWORTH ,ST, ,809 WADSWORTH ST & HUNTLEY ST                     ,9/20/2016 10:30,12580660,DP2,-76.1395546422,43.0777889139
936,CLINTON ,ST,N ,936 CLINTON ST N TO OSWEGO BL,4/14/2016 11:45,12575080,DP1,-76.1611447518,43.064663113
136,GRANT ,BLVD, ,136 GRANT BLVD,4/15/2016 10:53,13006125,DP1,-76.1157641364,43.068895114
1701,BELLEVUE ,AVE, ,1701-03 BELLEVUE AVE & REED AVE,4/18/2016 13:00,12572914,DP1,-76.1817472535,43.0323317008
118,NORMANOR ,DR, ,118 NORMANOR DR,4/19/2016 13:57,12576513,DP2,-76.1505631367,42.9968254004
114,ROSEMONT ,DR, ,114-18 ROSEMONT DR,4/21/2016 9:24,12576508,DP2,-76.144401134,42.9934886987
225,LONG MEADOW,DR, ,225 LONG MEADOW DR & HILTON R,4/21/2016 13:33,12564378,DP2,-76.1466922423,42.9904261969
300,LONG MEADOW,DR, ,300 LONG MEADOW DR,4/21/2016 13:42,12564375,DP2,-76.1467856401,42.990288195
803,ALMOND ,ST, ,803 ALMOND ST SYRACUSE 13210,4/23/2016 8:54,12577739,DP2,-76.1421549416,43.0442962098
779,ALMOND ,ST, ,779 ALMOND ST SYRACUSE 13210,4/23/2016 9:12,12577770,DP2,-76.1421704375,43.0446134094
3207,SALINA ,ST,S ,3207-15 SALINA ST S & PLEASANT AV,4/27/2016 11:42,12576843,DP2,-76.1413729402,43.0171534007
125,EDNA ,RD, ,125 EDNA RD,4/28/2016 10:03,12564393,DP2,-76.1404927349,42.9851520989
245,OAKLEY ,DR, ,245 OAKLEY DR,5/3/2016 9:03,12564406,DP2,-76.1380282339,42.9873155989
213,HARDING ,PL, ,213 HARDING PL,5/6/2016 9:45,12576537,DP2,-76.1390666325,42.993609196
155,CHELTENHAM ,RD,E ,155 CHELTENHAM RD E,5/9/2016 13:43,12576530,DP2,-76.1413771353,42.9952380981
123,RONEY ,RD, ,123 RONEY RD,5/17/2016 10:36,12576610,DP1,-76.1418889414,43.0024860976
160,GLEN ,AVE,W ,160 GLEN AVE W,5/18/2016 14:42,12576629,DP1,-76.1455816371,43.0054991033
200,NICHOLS ,AVE, ,200 NICHOLS AVE & NORTHCLIFF,5/19/2016 12:16,12580995,DP1,-76.1037054305,43.0663101141
490,PLUM ,ST, ,490-98 PLUM ST,5/19/2016 13:42,12573828,DP1,-76.1607494481,43.0554381099
123,SHIRLEY ,DR, ,123 SHIRLEY DR,5/21/2016 8:38,12571940,DP1,-76.1553739385,43.0103118999
201,ATLANTIC ,AVE, ,201 ATLANTIC AVE & BALLANTYNE,5/23/2016 10:34,12576687,DP1,-76.1517294374,43.010241601
600,BRIGHTON ,AVE,W ,600 BRIGHTON AVE W & HUNT AVE,5/23/2016 14:59,12572098,DP1,-76.1556027394,43.0195052021
189,VALLEY VIEW,DR, ,189 VALLEY VIEW DR & BARNES A,5/24/2016 10:42,12571922,DP1,-76.1602434451,43.0095346006
160,WENTE ,TERR, ,160 WENTE TERR & BARNES AVE,5/24/2016 10:55,12571896,DP1,-76.160442943,43.0106636035
822,VALLEY ,DR, ,822 VALLEY DR & CAMP AVE,5/26/2016 10:29,12571771,DP1,-76.1562859441,43.008063898
116,BRADFORD ,ST, ,116 BRADFORD ST,5/26/2016 11:26,12571775,DP1,-76.1553926414,43.0056568971
414,ENGLEWOOD ,AVE, ,414 ENGLEWOOD AVE,5/27/2016 9:18,12571733,DP1,-76.1579872454,43.0041285995
1426,VALLEY ,DR, ,1426-32 VALLEY DR & KIMBER AVE,5/31/2016 14:04,12571748,DP1,-76.1535646416,43.0035474001
